xs,ys
307129.5029478452,3390615.1821749327
307134.081871536,3390591.171747858
307139.1197283345,3390567.2223341535
307144.5880484692,3390543.3297285796
307150.4583621681,3390519.4897258934
307156.7021996595,3390495.698120857
307163.2910911713,3390471.9507082254
307170.1965669317,3390448.2432827572
307177.390157169,3390424.5716392137
307184.8433921111,3390400.93157235
307192.52780198614,3390377.318876928
307200.4149170225,3390353.7293477044
307208.47626744816,3390330.1587794395
307216.6833834912,3390306.6029668883
307225.0077953798,3390283.0577048133
307233.4210333421,3390259.5187879708
307241.89462760626,3390235.9820111208
307250.40010840027,3390212.4431690206
307258.9090059525,3390188.89805643
307267.3928504909,3390165.3424681057
307275.8231722438,3390141.772198809
307284.171501439,3390118.183043296
307292.409368305,3390094.570796327
307300.50830306957,3390070.9312526593
307308.4398359612,3390047.260207053
307316.17549720773,3390023.553454265
307323.6868170375,3389999.8067890545
307330.94532567856,3389976.0160061815
307337.92255335907,3389952.1769004017
307344.5900303072,3389928.285266477
307350.9192867509,3389904.3368991627
307356.88185291854,3389880.327593221
307362.449259038,3389856.2531434065
307367.5930353377,3389832.1093444815
307372.2847120456,3389807.891991202
307376.4958193898,3389783.5968783274
307380.20014798624,3389759.2201386224
307383.40550094575,3389734.762990895
307386.14596198715,3389710.2305838154
307388.4562965261,3389685.628167986
307390.3712699784,3389660.960994013
307391.9256477598,3389636.234312501
307393.1541952864,3389611.4533740566
307394.0916779737,3389586.6234292835
307394.77286123746,3389561.749728785
307395.2325104939,3389536.8375231707
307395.5053911585,3389511.892063044
307395.62626864715,3389486.918599009
307395.6299083755,3389461.92238167
307395.55107575963,3389436.9086616356
307395.42453621526,3389411.882689508
307395.2850551581,3389386.849715892
307395.167398004,3389361.8149913945
307395.1063301688,3389336.783766621
307395.13582598045,3389311.7612077207
307395.2742405203,3389286.750813387
307395.5256192767,3389261.7545546633
307395.89347921073,3389236.7743461733
307396.3813372833,3389211.812102539
307396.9927104557,3389186.86973838
307397.7311156889,3389161.9491683193
307398.600069944,3389137.052306981
307399.6030901822,3389112.1810689834
307400.7436933644,3389087.337368951
307402.0253964517,3389062.5231215046
307403.4517164053,3389037.7402412663
307405.02617018623,3389012.990642858
307406.7522747555,3388988.276240901
307408.6335470743,3388963.598950019
307410.6735041037,3388938.9606848317
307412.87566280464,3388914.363359961
307415.24268408056,3388889.8086112053
307417.76103740005,3388865.2928006696
307420.4027343077,3388840.8075813907
307423.13927838637,3388816.344440959
307425.9421732186,3388791.894866962
307428.78292238724,3388767.4503469886
307431.6330294751,3388743.002368628
307434.463998065,3388718.5424194685
307437.2473317398,3388694.0619871016
307439.9545340822,3388669.5525591136
307442.55710867484,3388645.0056230933
307445.0265591006,3388620.412666632
307447.3343889424,3388595.765177316
307449.45210178295,3388571.054642737
307451.3512012049,3388546.2725504804
307453.0031907912,3388521.410388139
307454.37957412447,3388496.4596432988
307455.45185478765,3388471.411803549
307456.193641575,3388446.259007586
307456.6969937826,3388421.030028763
307457.2331855027,3388395.8090684265
307458.08840596874,3388370.6849409165
307459.54884441406,3388345.746460569
307461.90069007187,3388321.082441722
307465.4301321755,3388296.781698715
307470.42335995834,3388272.933045885
307477.16656265367,3388249.62529757
307485.897260419,3388226.9305270454
307496.4118928428,3388204.769085826
307508.2721614521,3388182.9805808356
307521.03758820397,3388161.4038692727
307534.2676950556,3388139.8778083352
307547.52200396423,3388118.2412552256
307560.36003688676,3388096.333067142
307572.3413157804,3388073.992101283
307583.04386395455,3388051.0693706744
307592.2820778586,3388027.5711910957
307600.03361394844,3388003.6111440174
307606.27937673044,3387979.3049449543
307611.0002707109,3387954.7683094237
307614.1772003965,3387930.1169529418
307615.7910702933,3387905.466591024
307615.8227946793,3387880.932927292
307614.26806366094,3387856.6136781815
307611.1670742687,3387832.552380139
307606.5683697766,3387808.7824094035
307600.5204934593,3387785.337142216
307593.07198859093,3387762.249954818
307584.27139844606,3387739.5542234494
307574.1672662987,3387717.2833243506
307562.8081354237,3387695.470633764
307550.24264226353,3387674.152888314
307536.5204690958,3387653.4045455456
307521.69195565186,3387633.3237759224
307505.8074518704,3387614.0091180513
307488.9173076899,3387595.5591105353
307471.07187304884,3387578.0722919805
307452.32149788586,3387561.6472009923
307432.7165321393,3387546.3823761744
307412.3073257478,3387532.376356132
307391.1442286499,3387519.7276794706
307369.27759078424,3387508.534884797
307346.757762089,3387498.8965107114
307323.6354234603,3387490.905274507
307299.9689297006,3387484.51891459
307275.82434406213,3387479.559582906
307251.2680676627,3387475.8434885684
307226.36650162045,3387473.1868406925
307201.18604705285,3387471.4058483923
307175.79310507793,3387470.3167207814
307150.25407681376,3387469.7356669754
307124.63536337804,3387469.478896086
307099.00336588855,3387469.362617231
307073.42448546336,3387469.2030395214
307047.9651232202,3387468.8163720723
307022.691680277,3387468.0188239985
306997.6705577517,3387466.6266044136
306972.9681567621,3387464.4559224327
306948.65087842604,3387461.3229871695
306924.7851238614,3387457.044007737
306901.4372941861,3387451.435193251
306878.6737666639,3387444.3128796984
306856.5480162636,3387435.562026602
306835.07933504635,3387425.249402389
306814.2814182915,3387413.471543128
306794.16796127846,3387400.3249848904
306774.7526592866,3387385.9062637473
306756.0492075953,3387370.3119157697
306738.07130148413,3387353.6384770265
306720.83263623243,3387335.98248359
306704.34690711956,3387317.44047153
306688.62780942506,3387298.108976918
306673.6890384282,3387278.084535823
306659.5442894085,3387257.463684318
306646.2032328915,3387236.3443157086
306633.57092570723,3387214.8596013593
306621.4406470507,3387193.1804065327
306609.60021660395,3387171.4794375575
306597.83745404927,3387149.9294007653
306585.94017906865,3387128.7030024845
306573.6962113444,3387107.972949047
306560.89337055874,3387087.9119467833
306547.3194763937,3387068.692702023
306532.76234853134,3387050.487921094
306517.0098066541,3387033.4703103304
306499.84967044403,3387017.812576061
306481.06975958316,3387003.687424615
306460.5266793573,3386991.2261578725
306438.4058381341,3386980.3621596736
306414.99077783054,3386970.969743859
306390.56505756587,3386962.9232139126
306365.4122364598,3386956.0968733192
306339.81587363157,3386950.365025562
306314.059528201,3386945.601974125
306288.4267592874,3386941.6820224947
306263.1669855351,3386938.4814843056
306238.29666455684,3386935.890389689
306213.7349616143,3386933.8044972396
306189.40071654564,3386932.1195847136
306165.21276918903,3386930.7314298674
306141.08995938266,3386929.5358104566
306116.9511269647,3386928.428504238
306092.71511177346,3386927.3052889686
306068.3015607631,3386926.0616690167
306043.69527370745,3386924.5710801994
306018.99304838484,3386922.669022383
305994.3027296078,3386920.1872535865
305969.73216218845,3386916.957531826
305945.38919093926,3386912.811615121
305921.38166067214,3386907.581261486
305897.81741619983,3386901.0982289407
305874.8043023342,3386893.1942755026
305852.45016388776,3386883.7011591876
305830.8622997637,3386872.451710348
305810.0620298933,3386859.4476483786
305789.89172938664,3386845.0421951413
305770.1714398218,3386829.6324423947
305750.7212027771,3386813.6154819005
305731.3610598305,3386797.3884054166
305711.91105256055,3386781.3483047057
305692.20992418524,3386765.8506554025
305672.205193908,3386751.0088776727
305651.8836056271,3386736.8491063053
305631.23195585166,3386723.397359013
