date,year,month,day,xs,ys
20180425,2018,04,25,307203.3766233765,3390518.1733483896
20180425,2018,04,25,307199.27724449453,3390481.643139469
20180425,2018,04,25,307197.12948378845,3390447.0881749834
20180425,2018,04,25,307196.7870268556,3390414.345151417
20180425,2018,04,25,307198.10355929343,3390383.2507652547
20180425,2018,04,25,307200.93276669935,3390353.64171298
20180425,2018,04,25,307205.1283346706,3390325.3546910775
20180425,2018,04,25,307210.5439488048,3390298.2263960317
20180425,2018,04,25,307217.03329469915,3390272.0935243266
20180425,2018,04,25,307224.45005795115,3390246.792772447
20180425,2018,04,25,307232.64792415354,3390222.160836823
20180425,2018,04,25,307241.8764302013,3390197.7803203147
20180425,2018,04,25,307250.11441647133,3390173.7920888662
20180425,2018,04,25,307259.57829355536,3390149.9999999492
20180425,2018,04,25,307269.7777051277,3390126.207911032
20180425,2018,04,25,307278.5452762293,3390102.2196795824
20180425,2018,04,25,307287.99934618693,3390077.839163074
20180425,2018,04,25,307297.5514874095,3390052.870218975
20180425,2018,04,25,307306.6132723065,3390027.1167047545
20180425,2018,04,25,307317.3030402045,3390000.3824778823
20180425,2018,04,25,307327.45341614436,3389972.471395829
20180425,2018,04,25,307334.8970251669,3389943.187316065
20180425,2018,04,25,307341.75220659876,3389912.3340960583
20180425,2018,04,25,307350.1372997665,3389882.422360197
20180425,2018,04,25,307357.8849297109,3389851.6770185824
20180425,2018,04,25,307364.50474010647,3389819.999999949
20180425,2018,04,25,307372.2131415449,3389789.999999949
20180425,2018,04,25,307378.9408303321,3389759.9999999483
20180425,2018,04,25,307384.2955214076,3389729.999999949
20180425,2018,04,25,307390.5916966283,3389699.999999949
20180425,2018,04,25,307395.8581235652,3389669.999999949
20180425,2018,04,25,307399.800588423,3389639.999999949
20180425,2018,04,25,307402.1248774063,3389609.999999949
20180425,2018,04,25,307405.2435436371,3389579.999999948
20180425,2018,04,25,307407.2834259516,3389549.999999949
20180425,2018,04,25,307408.0483818195,3389519.9999999483
20180425,2018,04,25,307410.049035628,3389489.999999949
20180425,2018,04,25,307411.51029747823,3389459.999999949
20180425,2018,04,25,307412.33409610525,3389429.9999999483
20180425,2018,04,25,307412.42236024386,3389399.9999999492
20180425,2018,04,25,307411.6770186289,3389369.9999999492
20180425,2018,04,25,307409.9999999954,3389339.999999949
20180425,2018,04,25,307409.9999999954,3389309.9999999483
20180425,2018,04,25,307409.9999999954,3389279.9999999483
20180425,2018,04,25,307409.9999999954,3389249.999999949
20180425,2018,04,25,307409.9999999954,3389219.999999949
20180425,2018,04,25,307409.9999999954,3389189.999999949
20180425,2018,04,25,307408.3229813619,3389159.999999949
20180425,2018,04,25,307407.57763974695,3389129.9999999483
20180425,2018,04,25,307407.66590388556,3389099.9999999492
20180425,2018,04,25,307408.48970251257,3389069.9999999497
20180425,2018,04,25,307409.9509643628,3389039.9999999492
20180425,2018,04,25,307411.95161817124,3389009.9999999492
20180425,2018,04,25,307414.3935926727,3388979.999999949
20180425,2018,04,25,307417.1788166021,3388949.999999949
20180425,2018,04,25,307420.20921869425,3388919.999999949
20180425,2018,04,25,307423.3867276841,3388889.9999999483
20180425,2018,04,25,307424.936253673,3388859.9999999483
20180425,2018,04,25,307427.368421048,3388829.999999949
20180425,2018,04,25,307430.4870872788,3388799.9999999483
20180425,2018,04,25,307434.0961098352,3388769.9999999483
20180425,2018,04,25,307437.999346187,3388739.9999999497
20180425,2018,04,25,307442.0006538038,3388709.9999999492
20180425,2018,04,25,307445.9038901555,3388679.9999999497
20180425,2018,04,25,307449.51291271194,3388649.999999949
20180425,2018,04,25,307452.63157894276,3388619.999999949
20180425,2018,04,25,307453.3867276842,3388589.999999949
20180425,2018,04,25,307454.1909120581,3388559.999999949
20180425,2018,04,25,307457.45668518654,3388529.999999949
20180425,2018,04,25,307459.63386727223,3388499.9999999483
20180425,2018,04,25,307463.135011437,3388469.999999948
20180425,2018,04,25,307467.66590388556,3388439.9999999492
20180425,2018,04,25,307471.25531218894,3388409.999999949
20180425,2018,04,25,307476.21771820396,3388379.9999999483
20180425,2018,04,25,307480.48381823656,3388349.9999999483
20180425,2018,04,25,307486.27002287866,3388319.9999999483
20180425,2018,04,25,307493.0859758045,3388289.9999999492
20180425,2018,04,25,307500.44132068835,3388259.9999999492
20180425,2018,04,25,307510.5524681221,3388229.999999949
20180425,2018,04,25,307521.3501144118,3388199.9999999492
20180425,2018,04,25,307530.7649558633,3388169.999999949
20180425,2018,04,25,307541.01340306824,3388139.9999999483
20180425,2018,04,25,307551.6050997011,3388109.9999999483
20180425,2018,04,25,307563.72670806985,3388079.999999948
20180425,2018,04,25,307574.27917619667,3388049.9999999483
20180425,2018,04,25,307582.8702190211,3388019.9999999483
20180425,2018,04,25,307589.10755148274,3387989.9999999483
20180425,2018,04,25,307595.3056554383,3387959.999999949
20180425,2018,04,25,307599.49329845887,3387929.9999999492
20180425,2018,04,25,307603.0532853827,3387898.322981315
20180425,2018,04,25,307605.7894736795,3387867.5776397004
20180425,2018,04,25,307607.6037920842,3387835.9888852057
20180425,2018,04,25,307605.78947367956,3387806.067342218
20180425,2018,04,25,307604.7303040164,3387775.9398495727
20180425,2018,04,25,307600.2386400738,3387748.0189603935
20180425,2018,04,25,307596.89440993324,3387720.33344225
