date,year,month,day,xs,ys
19950221,1995,02,21,307179.2433653304,3390569.9999999995
19950221,1995,02,21,307188.15358554496,3390540.0
19950221,1995,02,21,307196.36125887855,3390510.0000000005
19950221,1995,02,21,307203.97317404195,3390480.000000001
19950221,1995,02,21,307211.09611974616,3390450.000000001
19950221,1995,02,21,307217.83688470203,3390420.0000000014
19950221,1995,02,21,307224.3022576205,3390390.0000000014
19950221,1995,02,21,307230.5990272124,3390360.000000001
19950221,1995,02,21,307236.83398218884,3390330.000000001
19950221,1995,02,21,307243.1139112605,3390300.000000001
19950221,1995,02,21,307249.5456031336,3390269.9999999483
19950221,1995,02,21,307256.008499505,3390239.9999999483
19950221,1995,02,21,307264.98202026344,3390209.9999999483
19950221,1995,02,21,307274.2987904497,3390179.9999999497
19950221,1995,02,21,307281.79143510485,3390149.9999999492
19950221,1995,02,21,307289.57829355536,3390119.9999999483
19950221,1995,02,21,307299.7777051277,3390089.9999999483
19950221,1995,02,21,307310.2222948629,3390059.9999999492
19950221,1995,02,21,307318.74468780175,3390029.999999949
19950221,1995,02,21,307327.4632232709,3389999.9999999483
19950221,1995,02,21,307335.7894736795,3389969.9999999483
19950221,1995,02,21,307345.84177835425,3389939.999999949
19950221,1995,02,21,307355.452762336,3389909.9999999483
19950221,1995,02,21,307364.13206929906,3389879.9999999483
19950221,1995,02,21,307369.71232428437,3389849.9999999492
19950221,1995,02,21,307377.0186335358,3389819.999999949
19950221,1995,02,21,307383.8836220941,3389789.999999949
19950221,1995,02,21,307389.8169336338,3389759.9999999483
19950221,1995,02,21,307397.0349787466,3389729.999999949
19950221,1995,02,21,307405.14547237195,3389699.999999949
19950221,1995,02,21,307411.14743379725,3389669.999999949
19950221,1995,02,21,307417.4534161444,3389639.999999949
19950221,1995,02,21,307422.19025824964,3389609.999999949
19950221,1995,02,21,307425.1618175828,3389579.999999948
19950221,1995,02,21,307426.17195161356,3389549.999999949
19950221,1995,02,21,307427.731284729,3389519.9999999483
19950221,1995,02,21,307428.06472703035,3389489.999999949
19950221,1995,02,21,307427.07420725265,3389459.999999949
19950221,1995,02,21,307424.66165413073,3389429.9999999483
19950221,1995,02,21,307423.43576331675,3389399.9999999492
19950221,1995,02,21,307421.71951617714,3389369.9999999492
19950221,1995,02,21,307419.51291271194,3389339.999999949
19950221,1995,02,21,307416.81595292117,3389309.9999999483
19950221,1995,02,21,307413.6286368048,3389279.9999999483
19950221,1995,02,21,307409.9509643628,3389249.999999949
19950221,1995,02,21,307408.48970251257,3389219.999999949
19950221,1995,02,21,307405.98888525204,3389189.999999949
19950221,1995,02,21,307405.1552794985,3389159.999999949
19950221,1995,02,21,307405.988885252,3389129.9999999483
19950221,1995,02,21,307408.48970251257,3389099.9999999492
19950221,1995,02,21,307409.9509643628,3389069.9999999497
19950221,1995,02,21,307411.95161817124,3389039.9999999492
19950221,1995,02,21,307414.3935926727,3389009.9999999492
19950221,1995,02,21,307417.1788166021,3388979.999999949
19950221,1995,02,21,307420.20921869425,3388949.999999949
19950221,1995,02,21,307423.3867276841,3388919.999999949
19950221,1995,02,21,307426.61327230657,3388889.9999999483
19950221,1995,02,21,307428.11376266286,3388859.9999999483
19950221,1995,02,21,307430.3988231402,3388829.999999949
19950221,1995,02,21,307433.2723112082,3388799.9999999483
19950221,1995,02,21,307436.5380843367,3388769.9999999483
19950221,1995,02,21,307439.99999999534,3388739.9999999497
19950221,1995,02,21,307443.461915654,3388709.9999999492
19950221,1995,02,21,307446.7276887825,3388679.9999999497
19950221,1995,02,21,307449.6011768505,3388649.999999949
19950221,1995,02,21,307450.20921869425,3388619.999999949
19950221,1995,02,21,307450.96436743566,3388589.999999949
19950221,1995,02,21,307454.2791761967,3388559.999999949
19950221,1995,02,21,307458.28048381355,3388529.999999949
19950221,1995,02,21,307461.0951291225,3388499.9999999483
19950221,1995,02,21,307465.13566524547,3388469.999999948
19950221,1995,02,21,307470.10787838703,3388439.9999999492
19950221,1995,02,21,307474.0405361183,3388409.999999949
19950221,1995,02,21,307479.24812029616,3388379.9999999483
19950221,1995,02,21,307483.66132722644,3388349.9999999483
19950221,1995,02,21,307489.4965675011,3388319.9999999483
19950221,1995,02,21,307496.26348479436,3388289.9999999492
19950221,1995,02,21,307503.47172278055,3388259.9999999492
19950221,1995,02,21,307513.3376920515,3388229.999999949
19950221,1995,02,21,307522.11507027975,3388199.9999999492
19950221,1995,02,21,307532.0202680568,3388169.999999949
19950221,1995,02,21,307542.5629290571,3388139.9999999483
19950221,1995,02,21,307554.92971558863,3388109.9999999483
19950221,1995,02,21,307566.0215756736,3388079.999999948
19950221,1995,02,21,307575.4462242516,3388049.9999999483
19950221,1995,02,21,307582.81137626205,3388019.9999999483
19950221,1995,02,21,307590.43151356187,3387989.9999999483
19950221,1995,02,21,307598.0124223556,3387958.3229813147
19950221,1995,02,21,307602.65119319566,3387927.577639701
19950221,1995,02,21,307604.151683552,3387897.6659038393
19950221,1995,02,21,307606.7015364451,3387868.489702466
19950221,1995,02,21,307607.5939849578,3387838.2739456827
19950221,1995,02,21,307604.22033343767,3387809.529257877
19950221,1995,02,21,307601.0624387008,3387780.382477883
19950221,1995,02,21,307594.0307289918,3387753.246158824
19950221,1995,02,21,307587.80320365675,3387726.1490682713
19950221,1995,02,21,307578.4864334704,3387701.4056880823
19950221,1995,02,21,307568.2477933919,3387676.9467145614
19950221,1995,02,21,307556.6459627283,3387653.311539667
19950221,1995,02,21,307541.66067341797,3387632.6185027272
19950221,1995,02,21,307528.36220986786,3387612.6021575164
19950221,1995,02,21,307514.9264465465,3387593.6057534628
19950221,1995,02,21,307501.3043478214,3387577.551487363
19950221,1995,02,21,307484.83818240784,3387561.9777704617
19950221,1995,02,21,307467.25400457194,3387547.0317096575
19950221,1995,02,21,307448.6989212115,3387532.7623405824
19950221,1995,02,21,307429.41811048886,3387519.1206276044
19950221,1995,02,21,307409.7548218326,3387505.9594638264
19950221,1995,02,21,307387.44360901794,3387495.740438001
19950221,1995,02,21,307364.6028113716,3387486.541353332
19950221,1995,02,21,307341.7718208519,3387478.018960393
19950221,1995,02,21,307316.88133376464,3387471.4089571247
19950221,1995,02,21,307289.5390650493,3387466.270022832
19950221,1995,02,21,307262.05949656287,3387460.4838181897
19950221,1995,02,21,307232.4713958764,3387456.217718157
19950221,1995,02,21,307203.18731611164,3387451.2553121415
19950221,1995,02,21,307172.3340961052,3387449.3429224724
19950221,1995,02,21,307142.4223602438,3387445.5573716382
19950221,1995,02,21,307109.99999999534,3387443.6449819687
19950221,1995,02,21,307077.57763974695,3387441.389342872
19950221,1995,02,21,307047.66590388556,3387436.5740437545
19950221,1995,02,21,307016.812683879,3387432.945406945
19950221,1995,02,21,306987.5286041144,3387428.287021852
19950221,1995,02,21,306957.9405034279,3387422.059496517
19950221,1995,02,21,306930.4609349414,3387413.7234389815
19950221,1995,02,21,306903.1186662262,3387405.446224205
19950221,1995,02,21,306878.22817913885,3387395.109512862
19950221,1995,02,21,306853.72016998543,3387384.978751175
19950221,1995,02,21,306831.8110493578,3387373.0336710834
19950221,1995,02,21,306810.3334422968,3387361.637790076
19950221,1995,02,21,306789.7286694952,3387350.5459299907
19950221,1995,02,21,306772.0169990147,3387337.933965297
19950221,1995,02,21,306754.8349133657,3387323.6547890957
19950221,1995,02,21,306740.10460934474,3387307.5612944895
19950221,1995,02,21,306725.3644981974,3387292.2131414986
19950221,1995,02,21,306712.43870545464,3387275.8842758555
19950221,1995,02,21,306698.76757109695,3387261.232428847
19950221,1995,02,21,306686.0771493906,3387243.922850553
19950221,1995,02,21,306671.70970905066,3387228.290290893
19950221,1995,02,21,306659.99999999534,3387209.999999948
19950221,1995,02,21,306646.6132723065,3387193.3867276367
19950221,1995,02,21,306633.1775089852,3387176.822490959
19950221,1995,02,21,306619.6436743988,3387160.356325546
19950221,1995,02,21,306605.96273291466,3387144.03726703
19950221,1995,02,21,306592.08564890025,3387127.914351044
19950221,1995,02,21,306577.963386723,3387112.0366132213
19950221,1995,02,21,306565.2239293841,3387094.7760705603
19950221,1995,02,21,306551.2095455985,3387080.4674729793
19950221,1995,02,21,306537.64628963254,3387064.7760705603
19950221,1995,02,21,306521.97450146644,3387050.3595945877
19950221,1995,02,21,306506.0183066315,3387035.4919907954
19950221,1995,02,21,306490.02288329054,3387021.70317092
19950221,1995,02,21,306471.6247139541,3387008.8460280625
19950221,1995,02,21,306452.8440666838,3386995.0964366924
19950221,1995,02,21,306431.41549525526,3386982.9159855642
19950221,1995,02,21,306409.45733899495,3386970.3824778823
19950221,1995,02,21,306384.8022229441,3386959.859431135
19950221,1995,02,21,306359.66655769397,3386949.3265772616
19950221,1995,02,21,306331.98103955074,3386942.726381119
19950221,1995,02,21,306304.0601503713,3386935.3318077293
19950221,1995,02,21,306273.9326577268,3386929.408303316
19950221,1995,02,21,306244.0111147387,3386924.5145471864
19950221,1995,02,21,306212.42236024386,3386920.209218648
19950221,1995,02,21,306181.6770186289,3386914.373978373
19950221,1995,02,21,306148.32298136177,3386910.853219955
19950221,1995,02,21,306117.5776397469,3386904.8218371505
19950221,1995,02,21,306087.66590388544,3386898.447204918
19950221,1995,02,21,306056.81268387893,3386893.896698216
19950221,1995,02,21,306027.52860411437,3386886.3452108023
19950221,1995,02,21,305997.9405034279,3386879.637136268
19950221,1995,02,21,305970.4609349415,3386871.654135287
19950221,1995,02,21,305944.7956848598,3386862.98463545
19950221,1995,02,21,305918.9735207538,3386853.1873160647
19950221,1995,02,21,305895.3089244805,3386841.820856437
19950221,1995,02,21,305873.40961097943,3386829.4736841586
19950221,1995,02,21,305851.20627655636,3386818.411245453
19950221,1995,02,21,305830.91533180315,3386806.6132722604
19950221,1995,02,21,305812.04642039415,3386794.7662634333
19950221,1995,02,21,305794.1091860038,3386785.2337364648
19950221,1995,02,21,305776.61327230657,3386773.3867276376
19950221,1995,02,21,305759.06832297676,3386761.5887544435
19950221,1995,02,21,305740.9839816888,3386752.203334372
19950221,1995,02,21,305721.8698921169,3386740.6015037084
19950221,1995,02,21,305701.2356979359,3386729.1467799433
19950221,1995,02,21,305678.59104281984,3386720.202680564
19950221,1995,02,21,305656.15233736055,3386709.1402418576
19950221,1995,02,21,305631.85027786397,3386698.322981315
19950221,1995,02,21,305603.6155606361,3386690.114416425
19950221,1995,02,21,305576.37136318604,3386679.8855834734
19950221,1995,02,21,305546.371363186,3386671.6770185824
19950221,1995,02,21,305518.5387381451,3386660.85975804
19950221,1995,02,21,305489.1271657358,3386651.4743379685
19950221,1995,02,21,305460.3530565498,3386641.5985615705
19950221,1995,02,21,305432.75580254523,3386630.9872506848
19950221,1995,02,21,305406.8747956802,3386619.395227147
19950221,1995,02,21,305380.5426609956,3386609.2840797133
19950221,1995,02,21,305356.90748610185,3386597.7999345683
19950221,1995,02,21,305336.41059169197,3386586.4727034466
19950221,1995,02,21,305316.7865315417,3386575.253350716
19950221,1995,02,21,305298.37855507876,3386561.4841450932
19950221,1995,02,21,305279.75482183264,3386546.891140844
19950221,1995,02,21,305263.671134353,3386531.621444865
19950221,1995,02,21,305250.0784570075,3386513.213468402
19950221,1995,02,21,305237.1526642647,3386491.9123896183
19950221,1995,02,21,305227.25727361423,3386470.6701535936
19950221,1995,02,21,305219.9509643629,3386447.1232428392
19950221,1995,02,21,305213.0173259189,3386421.6149067814
19950221,1995,02,21,305208.4275907113,3386397.1951617664
19950221,1995,02,21,305206.3779012703,3386369.921542936
19950221,1995,02,21,305206.966328861,3386344.5210852707
19950221,1995,02,21,305211.869892117,3386318.7283425443
19950221,1995,02,21,305216.7048054873,3386292.984635451
19950221,1995,02,21,305225.6587119928,3386267.7312846817
19950221,1995,02,21,305235.8287021857,3386245.086629566
19950221,1995,02,21,305248.59758090426,3386222.883295143
19950221,1995,02,21,305260.9643674358,3386203.337692005
19950221,1995,02,21,305274.21379535337,3386184.3805164574
19950221,1995,02,21,305289.6305982301,3386163.942464806
19950221,1995,02,21,305301.507028436,3386144.2399476436
19950221,1995,02,21,305311.1278195442,3386124.782608645
19950221,1995,02,21,305319.7777051277,3386103.4030728485
19950221,1995,02,21,305328.83949002484,3386080.5426609498
19950221,1995,02,21,305333.83131741936,3386058.2216410083
19950221,1995,02,21,305336.3321346799,3386034.076495536
19950221,1995,02,21,305338.0189604399,3386011.059169612
19950221,1995,02,21,305334.7041516789,3385989.4148414
19950221,1995,02,21,305328.2608695606,3385966.681922145
19950221,1995,02,21,305320.66034651385,3385945.714285663
19950221,1995,02,21,305309.686171947,3385926.6590388506
19950221,1995,02,21,305297.6037920842,3385909.6632886054
19950221,1995,02,21,305282.49101012945,3385894.874141826
19950221,1995,02,21,305264.2007191847,3385879.7319384906
19950221,1995,02,21,305245.3906505347,3385866.992481151
19950221,1995,02,21,305224.53089244384,3385855.0277868067
19950221,1995,02,21,305201.8666230749,3385845.4658384575
19950221,1995,02,21,305177.7410918554,3385835.550833554
19950221,1995,02,21,305150.9186008453,3385826.8126838324
19950221,1995,02,21,305124.5472376548,3385816.3975154767
19950221,1995,02,21,305096.4596273245,3385806.766917242
19950221,1995,02,21,305067.19516181294,3385797.675710966
19950221,1995,02,21,305038.3229813618,3385787.848970201
19950221,1995,02,21,305010.38247792935,3385777.0415167846
19950221,1995,02,21,304981.20627655624,3385767.7149394713
19950221,1995,02,21,304953.9424648531,3385757.015364446
19950221,1995,02,21,304927.3553448793,3385746.4727034466
19950221,1995,02,21,304901.78816606273,3385736.0379208373
19950221,1995,02,21,304880.1928734834,3385723.053285336
19950221,1995,02,21,304861.13762667077,3385709.2448512074
19950221,1995,02,21,304843.0925138888,3385694.7597253486
19950221,1995,02,21,304828.7152664223,3385677.1363190073
19950221,1995,02,21,304817.8587773736,3385658.296828978
19950221,1995,02,21,304808.60084994626,3385634.200719138
19950221,1995,02,21,304803.20693036466,3385609.4769532015
19950221,1995,02,21,304799.46060803713,3385582.791761963
19950221,1995,02,21,304799.33311539254,3385557.195161766
19950221,1995,02,21,304801.99084667733,3385530.421706389
19950221,1995,02,21,304804.8251062393,3385502.912716523
19950221,1995,02,21,304812.1216083641,3385475.1095128614
19950221,1995,02,21,304819.398496236,3385447.453416098
19950221,1995,02,21,304828.038574693,3385423.092513842
19950221,1995,02,21,304839.32657730824,3385399.8594311355
19950221,1995,02,21,304851.1932003877,3385375.5867930185
19950221,1995,02,21,304863.1480876057,3385355.099705735
19950221,1995,02,21,304874.6028113717,3385334.5537756924
19950221,1995,02,21,304887.57763974695,3385316.067342217
19950221,1995,02,21,304899.7090552422,3385297.374959086
19950221,1995,02,21,304912.9192546538,3385280.496894359
19950221,1995,02,21,304924.74664922716,3385263.0696305474
19950221,1995,02,21,304937.0153644936,3385247.0153644476
19950221,1995,02,21,304951.5495259843,3385231.549525938
19950221,1995,02,21,304964.2105263112,3385214.2105262647
19950221,1995,02,21,304976.82249100547,3385196.8224909594
19950221,1995,02,21,304989.53252696496,3385179.5325269187
19950221,1995,02,21,305002.4877410873,3385162.4877410405
19950221,1995,02,21,305015.83524026995,3385145.8352402234
19950221,1995,02,21,305029.7221314108,3385129.7221313645
19950221,1995,02,21,305043.2657731238,3385113.265773077
19950221,1995,02,21,305056.6132723065,3385096.6132722604
19950221,1995,02,21,305069.91173585673,3385079.9117358094
19950221,1995,02,21,305083.3082706721,3385063.308270625
19950221,1995,02,21,305096.9499836502,3385046.9499836033
19950221,1995,02,21,305108.2772147714,3385028.277214725
19950221,1995,02,21,305121.72278521926,3385011.722785173
19950221,1995,02,21,305134.72703497414,3384994.727034927
19950221,1995,02,21,305147.43707093364,3384977.437070887
19950221,1995,02,21,305159.99999999534,3384959.999999949
19950221,1995,02,21,305172.56292905717,3384942.562929011
19950221,1995,02,21,305185.2729650166,3384925.2729649697
19950221,1995,02,21,305198.2772147714,3384908.2772147246
19950221,1995,02,21,305211.72278521926,3384891.7227851725
19950221,1995,02,21,305223.0500163406,3384873.0500162942
19950221,1995,02,21,305236.69172931876,3384856.6917292723
19950221,1995,02,21,305248.4112455005,3384838.411245454
19950221,1995,02,21,305262.6413860693,3384822.6413860223
19950221,1995,02,21,305275.145472372,3384805.145472325
19950221,1995,02,21,305288.6793069584,3384788.6793069122
19950221,1995,02,21,305303.29192546126,3384773.291925415
19950221,1995,02,21,305316.32559659565,3384756.3255965495
19950221,1995,02,21,305332.1150702798,3384742.115070233
19950221,1995,02,21,305346.32559659553,3384726.325596549
19950221,1995,02,21,305361.6149068276,3384711.614906781
19950221,1995,02,21,305376.25694670994,3384697.9339652974
19950221,1995,02,21,305392.8113762621,3384685.233736464
19950221,1995,02,21,305409.45406995283,3384671.788166016
19950221,1995,02,21,305425.93984961946,3384659.127165689
19950221,1995,02,21,305444.63223275123,3384647.1036285856
19950221,1995,02,21,305463.5109512867,3384633.8934291736
19950221,1995,02,21,305484.84145145013,3384623.635174842
19950221,1995,02,21,305506.505393915,3384611.7979731425
19950221,1995,02,21,305530.6701536403,3384600.843412829
19950221,1995,02,21,305555.11932003463,3384588.8492971044
19950221,1995,02,21,305581.9221967917,3384579.8561620926
19950221,1995,02,21,305608.7643020548,3384569.2350440803
19950221,1995,02,21,305637.616868253,3384559.3494605566
19950221,1995,02,21,305666.06734226405,3384548.17914346
19950221,1995,02,21,305695.9888852519,3384537.9895390137
19950221,1995,02,21,305727.57763974695,3384529.36907481
19950221,1995,02,21,305758.3229813618,3384520.1994115217
19950221,1995,02,21,305789.99999999534,3384512.647924107
19950221,1995,02,21,305819.9999999954,3384504.498201976
19950221,1995,02,21,305849.99999999546,3384497.8195488206
19950221,1995,02,21,305879.99999999534,3384493.0042497036
19950221,1995,02,21,305909.9999999954,3384487.737822767
19950221,1995,02,21,305939.9999999953,3384483.9915004396
19950221,1995,02,21,305969.9999999954,3384482.059496517
19950221,1995,02,21,305999.99999999534,3384479.5292578763
19950221,1995,02,21,306029.99999999534,3384478.273945683
19950221,1995,02,21,306059.99999999534,3384478.4897024664
19950221,1995,02,21,306089.9999999954,3384477.665903839
19950221,1995,02,21,306119.99999999534,3384477.5776397004
19950221,1995,02,21,306149.99999999534,3384478.322981315
19950221,1995,02,21,306179.9999999954,3384479.9999999492
19950221,1995,02,21,306209.99999999546,3384479.9999999492
19950221,1995,02,21,306239.99999999546,3384479.9999999492
19950221,1995,02,21,306269.9999999954,3384479.9999999492
19950221,1995,02,21,306299.9999999952,3384479.9999999492
19950221,1995,02,21,306329.99999999534,3384479.9999999492
19950221,1995,02,21,306359.9999999953,3384479.9999999492
19950221,1995,02,21,306389.99999999534,3384479.9999999492
19950221,1995,02,21,306419.9999999954,3384479.9999999492
19950221,1995,02,21,306449.9999999954,3384479.9999999492
19950221,1995,02,21,306479.99999999534,3384479.9999999492
19950221,1995,02,21,306509.9999999954,3384479.9999999492
19950221,1995,02,21,306539.9999999954,3384479.9999999492
19950221,1995,02,21,306569.99999999534,3384479.9999999492
19950221,1995,02,21,306599.9999999954,3384478.322981315
19950221,1995,02,21,306629.99999999534,3384477.5776397004
19950221,1995,02,21,306659.99999999534,3384477.665903839
19950221,1995,02,21,306689.9999999954,3384478.4897024655
19950221,1995,02,21,306719.9999999954,3384479.950964316
19950221,1995,02,21,306749.9999999953,3384480.274599491
19950221,1995,02,21,306779.9999999954,3384481.9712323775
19950221,1995,02,21,306809.99999999534,3384484.8447204456
19950221,1995,02,21,306841.67701862886,3384487.021902531
19950221,1995,02,21,306872.42236024386,3384490.915331756
19950221,1995,02,21,306902.3340961052,3384496.2307943264
19950221,1995,02,21,306931.51029747823,3384500.997057811
19950221,1995,02,21,306960.0490356279,3384507.528604068
19950221,1995,02,21,306988.0483818195,3384515.4331480362
19950221,1995,02,21,307017.28342595143,3384522.641386023
19950221,1995,02,21,307045.24354363704,3384531.3697286183
19950221,1995,02,21,307072.1248774063,3384541.127819498
19950221,1995,02,21,307099.8005884229,3384549.748283702
19950221,1995,02,21,307125.85812356515,3384559.3494605566
