date,year,month,day,x,y
19970821,1997,08,21,305520.0,3384630.0
19970821,1997,08,21,305520.0,3384600.0
19970821,1997,08,21,305550.0,3384600.0
19970821,1997,08,21,305580.0,3384600.0
19970821,1997,08,21,305610.0,3384570.0
19970821,1997,08,21,305640.0,3384570.0
19970821,1997,08,21,305670.0,3384570.0
19970821,1997,08,21,305700.0,3384540.0
19970821,1997,08,21,305730.0,3384540.0
19970821,1997,08,21,305760.0,3384540.0
19970821,1997,08,21,305790.0,3384510.0
19970821,1997,08,21,305820.0,3384510.0
19970821,1997,08,21,305850.0,3384510.0
19970821,1997,08,21,305880.0,3384510.0
19970821,1997,08,21,305910.0,3384480.0
19970821,1997,08,21,305940.0,3384480.0
19970821,1997,08,21,305970.0,3384480.0
19970821,1997,08,21,306000.0,3384480.0
19970821,1997,08,21,306030.0,3384480.0
19970821,1997,08,21,306060.0,3384480.0
19970821,1997,08,21,306090.0,3384480.0
19970821,1997,08,21,306120.0,3384480.0
19970821,1997,08,21,306150.0,3384480.0
19970821,1997,08,21,306180.0,3384480.0
19970821,1997,08,21,306210.0,3384480.0
19970821,1997,08,21,306240.0,3384480.0
19970821,1997,08,21,306270.0,3384480.0
19970821,1997,08,21,306300.0,3384480.0
19970821,1997,08,21,306330.0,3384480.0
19970821,1997,08,21,306360.0,3384480.0
19970821,1997,08,21,306390.0,3384480.0
19970821,1997,08,21,306420.0,3384480.0
19970821,1997,08,21,306450.0,3384480.0
19970821,1997,08,21,306480.0,3384480.0
19970821,1997,08,21,306510.0,3384480.0
19970821,1997,08,21,306540.0,3384480.0
19970821,1997,08,21,306570.0,3384480.0
19970821,1997,08,21,306600.0,3384480.0
19970821,1997,08,21,306630.0,3384480.0
19970821,1997,08,21,306660.0,3384480.0
19970821,1997,08,21,306690.0,3384480.0
19970821,1997,08,21,306720.0,3384480.0
19970821,1997,08,21,306750.0,3384480.0
19970821,1997,08,21,306780.0,3384480.0
19970821,1997,08,21,306810.0,3384480.0
19970821,1997,08,21,306840.0,3384510.0
19970821,1997,08,21,306870.0,3384510.0
19970821,1997,08,21,306900.0,3384510.0
19970821,1997,08,21,306930.0,3384510.0
19970821,1997,08,21,306960.0,3384510.0
19970821,1997,08,21,306990.0,3384540.0
19970821,1997,08,21,307020.0,3384540.0
19970821,1997,08,21,307050.0,3384540.0
19970821,1997,08,21,307080.0,3384570.0
19970821,1997,08,21,307110.0,3384570.0
19970821,1997,08,21,307140.0,3384570.0
19970821,1997,08,21,307140.0,3384600.0
19970821,1997,08,21,307170.0,3384600.0
19970821,1997,08,21,307200.0,3384600.0
19970821,1997,08,21,307200.0,3384630.0
19970821,1997,08,21,307230.0,3384630.0
19970821,1997,08,21,307260.0,3384630.0
19970821,1997,08,21,307260.0,3384660.0
19970821,1997,08,21,307290.0,3384660.0
19970821,1997,08,21,307320.0,3384660.0
19970821,1997,08,21,307350.0,3384690.0
19970821,1997,08,21,307380.0,3384690.0
19970821,1997,08,21,307410.0,3384690.0
19970821,1997,08,21,307440.0,3384720.0
19970821,1997,08,21,307470.0,3384720.0
19970821,1997,08,21,307500.0,3384720.0
19970821,1997,08,21,307530.0,3384750.0
19970821,1997,08,21,307560.0,3384750.0
19970821,1997,08,21,307590.0,3384750.0
19970821,1997,08,21,307620.0,3384750.0
19970821,1997,08,21,307650.0,3384750.0
19970821,1997,08,21,307680.0,3384750.0
19970821,1997,08,21,307710.0,3384780.0
19970821,1997,08,21,307740.0,3384780.0
19970821,1997,08,21,307770.0,3384780.0
19970821,1997,08,21,307800.0,3384780.0
19970821,1997,08,21,307830.0,3384780.0
19970821,1997,08,21,307860.0,3384780.0
19970821,1997,08,21,307890.0,3384780.0
19970821,1997,08,21,307920.0,3384750.0
19970821,1997,08,21,307950.0,3384750.0
19970821,1997,08,21,307980.0,3384750.0
19970821,1997,08,21,308010.0,3384750.0
19970821,1997,08,21,308040.0,3384750.0
19970821,1997,08,21,308070.0,3384750.0
19970821,1997,08,21,308100.0,3384750.0
19970821,1997,08,21,308130.0,3384750.0
19970821,1997,08,21,308160.0,3384750.0
19970821,1997,08,21,308190.0,3384720.0
19970821,1997,08,21,308220.0,3384720.0
